y,x,osmid,highway,v_Input_FID
-29.958097800000001,-71.270956999999996,"996083394",,"22"
-29.956144200000001,-71.271098699999996,"996083403",,"22"
-29.957690499999998,-71.267501400000000,"996083413",,"22"
-29.958033900000000,-71.267433499999996,"996083418",,"22"
-29.957298399999999,-71.267578799999995,"996083422",,"22"
-29.956474300000000,-71.267741700000002,"996083441",,"22"
-29.959032100000002,-71.271713000000005,"996083470",,"22"
-29.960701000000000,-71.272021300000006,"996083474",,"22"
-29.959864199999998,-71.271650399999999,"996083476",,"22"
-29.954350800000000,-71.263035900000006,"996083497",,"22"
-29.954663300000000,-71.261569300000005,"996083499",,"22"
-29.953110500000001,-71.262057499999997,"996083515",,"22"
-29.953994300000002,-71.259527300000002,"996083524",,"22"
-29.953723199999999,-71.262456700000001,"996083534",,"22"
-29.958645099999998,-71.267557499999995,"996083555",,"22"
-29.958269699999999,-71.267386900000005,"996083556",,"22"
-29.955281400000001,-71.267977400000007,"996083558",,"22"
-29.955685700000000,-71.248746699999998,"996083577",,"22"
-29.957061100000001,-71.248883899999996,"996083579",,"22"
-29.955753999999999,-71.247614200000001,"996083594",,"22"
-29.955728199999999,-71.263172800000007,"996083606",,"22"
-29.956061800000001,-71.258795000000006,"996083608",,"22"
-29.957151799999998,-71.247762800000004,"996083641",,"22"
-29.960638800000002,-71.246402900000007,"996083645",,"22"
-29.959145899999999,-71.248012900000006,"996083649",,"22"
-29.961328999999999,-71.247521500000005,"996083675",,"22"
-29.970914900000000,-71.263136500000002,"996083759",,"22"
-29.969492899999999,-71.263262299999994,"996083772",,"22"
-29.959693000000001,-71.265139599999998,"1503201345",,"22"
-29.960152999999998,-71.264606799999996,"1503201346",,"22"
-29.959655500000000,-71.264672300000001,"1503201349",,"22"
-29.960796599999998,-71.264493999999999,"1503201350",,"22"
-29.957511799999999,-71.264325799999995,"1503201352",,"22"
-29.960092499999998,-71.263892700000000,"1503201362",,"22"
-29.959413399999999,-71.263665900000007,"1503201364",,"22"
-29.957005100000000,-71.263391400000003,"1503201367",,"22"
-29.959264099999999,-71.263933499999993,"1503201371",,"22"
-29.959714000000002,-71.263959700000001,"1503201381",,"22"
-29.959273199999998,-71.266114200000004,"1503201384",,"22"
-29.957113199999998,-71.264274700000001,"1503201387",,"22"
-29.959388499999999,-71.265175600000006,"1503201389",,"22"
-29.959312400000002,-71.264416100000005,"1503201391",,"22"
-29.958453500000001,-71.264325999999997,"1503201392",,"22"
-29.959748999999999,-71.264660100000000,"1503201394",,"22"
-29.957076300000001,-71.262518799999995,"1503201396",,"22"
-29.973942399999999,-71.262908600000003,"996083828",,"22"
-29.959424500000001,-71.265535200000002,"1503201399",,"22"
-29.975042899999998,-71.262808100000001,"996083832",,"22"
-29.959388499999999,-71.263940700000006,"1503201401",,"22"
-29.958085400000002,-71.264832499999997,"1503201404",,"22"
-29.976452800000001,-71.262714900000006,"996083838",,"22"
-29.957425199999999,-71.263826499999993,"1503201409",,"22"
-29.958037399999998,-71.264336400000005,"1503201411",,"22"
-29.974109700000000,-71.255870599999994,"6374754435",,"22"
-29.957463799999999,-71.264291799999995,"1503201414",,"22"
-29.974518700000001,-71.258135800000005,"996083846",,"22"
-29.975228300000001,-71.255910299999996,"6374754441",,"22"
-29.974801299999999,-71.255895800000005,"6374754440",,"22"
-29.974424700000000,-71.255882099999994,"6374754438",,"22"
-29.958871800000001,-71.264379700000006,"1503201425",,"22"
-29.958442399999999,-71.263831999999994,"1503201426",,"22"
-29.959383500000001,-71.265942699999997,"1503201427",,"22"
-29.958552000000001,-71.265239100000002,"1503201428",,"22"
-29.973680699999999,-71.257045099999999,"996083858",,"22"
-29.970590300000001,-71.265281900000005,"996083901",,"22"
-29.970880399999999,-71.267421499999998,"996083906",,"22"
-29.971147400000000,-71.268990000000002,"996083910",,"22"
-29.971059499999999,-71.271240399999996,"996083914",,"22"
-29.974084600000001,-71.267224700000000,"996083928",,"22"
-29.968695799999999,-71.268904699999993,"996083938",,"22"
-29.974174600000001,-71.264555099999995,"996083943",,"22"
-29.968465999999999,-71.268881600000000,"996083971",,"22"
-29.972338700000002,-71.269056800000001,"996083972",,"22"
-29.972302200000001,-71.270174900000001,"996083982",,"22"
-29.949715399999999,-71.268064800000005,"996084187",traffic_signals,"22"
-29.945267600000001,-71.259685599999997,"1503399007",,"22"
-29.946905399999999,-71.260724600000003,"1503399008",,"22"
-29.960468400000000,-71.263827699999993,"6179524479",,"22"
-29.961001799999998,-71.270590700000000,"3757051842",,"22"
-29.960350099999999,-71.269547099999997,"3757051848",,"22"
-29.960021300000001,-71.269024000000002,"3757051852",,"22"
-29.961873300000001,-71.270555200000004,"3757051865",,"22"
-29.961541499999999,-71.271946799999995,"3757051868",,"22"
-29.961735699999998,-71.270541199999997,"3757051872",,"22"
-29.967028599999999,-71.269349899999995,"3757051908",,"22"
-29.960973100000000,-71.264509500000003,"6179524886",,"22"
-29.961365499999999,-71.263913599999995,"6179524889",,"22"
-29.960532100000002,-71.244040400000003,"3650818607",,"22"
-29.962453600000000,-71.244221199999998,"3650818610",,"22"
-29.961222400000000,-71.243091800000002,"3650818611",,"22"
-29.962950500000002,-71.244001400000002,"3650818612",,"22"
-29.963286100000001,-71.244158700000000,"3650818613",,"22"
-29.946845400000001,-71.258077299999997,"1503400801",,"22"
-29.946041900000001,-71.258923999999993,"1503400803",,"22"
-29.947387899999999,-71.259900200000004,"1503400806",,"22"
-29.949598099999999,-71.261031599999995,"1503400811",,"22"
-29.947985599999999,-71.259777000000000,"1503400815",,"22"
-29.947160700000001,-71.260301999999996,"1503400822",,"22"
-29.946399899999999,-71.258567299999996,"1503400832",,"22"
-29.945723999999998,-71.259211100000002,"1503400833",,"22"
-29.947643400000000,-71.259497999999994,"1503400838",,"22"
-29.946882200000001,-71.267980100000003,"1329731350",,"22"
-29.945718700000000,-71.268882000000005,"1329731351",,"22"
-29.947247399999998,-71.267498500000002,"1329731354",,"22"
-29.973191600000000,-71.246653899999998,"5444015977",,"22"
-29.970940899999999,-71.245993600000006,"4780136321",,"22"
-29.971372800000001,-71.246018100000001,"4780136329",,"22"
-29.966070999999999,-71.247714799999997,"4780136331",,"22"
-29.966558400000000,-71.246702999999997,"4780136333",,"22"
-29.967801800000000,-71.248854499999993,"4780136334",,"22"
-29.968302200000000,-71.247852100000003,"4780136335",,"22"
-29.966940099999999,-71.248284600000005,"4780136336",,"22"
-29.967437000000000,-71.247280099999998,"4780136337",,"22"
-29.967243900000000,-71.247670600000006,"4780136338",,"22"
-29.967769499999999,-71.248023300000000,"4780136339",,"22"
-29.967658700000001,-71.248255299999997,"4780136340",,"22"
-29.967972700000001,-71.247632300000006,"4780136341",,"22"
-29.967573600000001,-71.247897100000003,"4780136342",,"22"
-29.967286300000001,-71.248512099999999,"4780136343",,"22"
-29.967464499999998,-71.248131500000000,"4780136344",,"22"
-29.967996899999999,-71.248463700000002,"4780136345",,"22"
-29.976021599999999,-71.260118199999994,"5582624668",crossing,"22"
-29.943727700000000,-71.264256500000002,"989534157",,"22"
-29.943159699999999,-71.264578599999993,"989534171",traffic_signals,"22"
-29.947658100000002,-71.260809199999997,"6300506093",,"22"
-29.943954500000000,-71.263368000000000,"989534337",,"22"
-29.944002999999999,-71.266300500000000,"989534345",,"22"
-29.943112700000000,-71.263946799999999,"989534374",,"22"
-29.966280200000000,-71.258118999999994,"996083328",,"22"
-29.944193500000001,-71.264162799999994,"989534426",,"22"
-29.944152899999999,-71.265230200000005,"989534513",,"22"
-29.942752100000000,-71.265448300000003,"989534566",,"22"
-29.941179300000002,-71.266298199999994,"989534581",,"22"
-29.944351800000000,-71.264824300000001,"989534627",,"22"
-29.945204100000002,-71.263084300000003,"989534672",,"22"
-29.944415299999999,-71.263704200000006,"989534688",,"22"
-29.942604899999999,-71.265945700000003,"989534697",,"22"
-29.944776600000001,-71.263957099999999,"989534827",,"22"
-29.947088600000001,-71.257475099999994,"2498894545",,"22"
-29.948323100000000,-71.257840999999999,"2498894548",,"22"
-29.947031400000000,-71.257585000000006,"2498894550",,"22"
-29.949018400000000,-71.256144000000006,"2498894554",,"22"
-29.947301599999999,-71.256965199999996,"2498894582",,"22"
-29.943760900000001,-71.262626100000006,"989534974",,"22"
-29.943893299999999,-71.261490199999997,"989534976",,"22"
-29.942241100000000,-71.267107499999995,"989534989",,"22"
-29.945023299999999,-71.260166600000005,"989534993",,"22"
-29.943758700000000,-71.266142099999996,"989535272",,"22"
-29.977521599999999,-71.262412100000006,"5464988721",,"22"
-29.945646900000000,-71.262180499999999,"989535288",,"22"
-29.944046300000000,-71.260925799999995,"989535343",,"22"
-29.943308500000001,-71.261760499999994,"989535460",,"22"
-29.945686400000000,-71.262783900000002,"989535545",,"22"
-29.945209400000000,-71.260310000000004,"989535575",,"22"
-29.949934400000000,-71.264664499999995,"1503141268",,"22"
-29.952629099999999,-71.267507899999998,"1503141272",,"22"
-29.951904400000000,-71.267093900000006,"1503141276",,"22"
-29.950526400000001,-71.265460099999999,"1503141278",,"22"
-29.948044400000001,-71.267838699999999,"1503141284",,"22"
-29.951383400000001,-71.268710299999995,"1503141289",,"22"
-29.953807600000001,-71.265741899999995,"1503141290",,"22"
-29.952695700000000,-71.266611299999994,"1503141291",,"22"
-29.956047399999999,-71.269877399999999,"1503141294",,"22"
-29.953302000000001,-71.267064000000005,"1503141296",,"22"
-29.951404100000001,-71.270108899999997,"1503141302",,"22"
-29.950020100000000,-71.265641400000007,"1503141311",,"22"
-29.952863900000001,-71.267638599999998,"1503141312",,"22"
-29.955564400000000,-71.264863899999995,"1503141325",,"22"
-29.956070900000000,-71.269168899999997,"1503141328",,"22"
-29.955056800000001,-71.267667799999998,"1503141330",,"22"
-29.945268200000001,-71.266768900000002,"1503141333",,"22"
-29.945076100000001,-71.267154599999998,"1503141334",,"22"
-29.956985199999998,-71.266054699999998,"1503141338",,"22"
-29.953377300000000,-71.267928400000002,"1503141349",,"22"
-29.950984999999999,-71.269215299999999,"1503141353",,"22"
-29.956468900000001,-71.266401900000005,"1503141363",,"22"
-29.945034199999998,-71.268012999999996,"1503141368",,"22"
-29.952074799999998,-71.267730099999994,"1503141370",,"22"
-29.952449699999999,-71.267404799999994,"1503141372",,"22"
-29.952880300000000,-71.264885899999996,"1503141369",,"22"
-29.953565699999999,-71.266351799999995,"1503141375",,"22"
-29.952792100000000,-71.270470299999999,"1503141384",,"22"
-29.955014899999998,-71.269535500000003,"1503141397",,"22"
-29.952196900000001,-71.263839599999997,"1503141398",,"22"
-29.944949900000001,-71.268276799999995,"1503141402",,"22"
-29.955081199999999,-71.269999900000002,"1503141406",,"22"
-29.955637800000002,-71.266536599999995,"1503141427",,"22"
-29.949181500000002,-71.266668199999998,"1503141438",,"22"
-29.955181799999998,-71.265963400000004,"1503141439",,"22"
-29.945330599999998,-71.268220600000006,"1503141452",,"22"
-29.944820499999999,-71.264589299999997,"989535822",,"22"
-29.952168900000000,-71.265953199999998,"1503141455",,"22"
-29.953334699999999,-71.268028999999999,"1503141456",,"22"
-29.955095000000000,-71.267009500000000,"1503141468",,"22"
-29.943532699999999,-71.263069099999996,"989535838",,"22"
-29.955504099999999,-71.269705099999996,"1503141470",,"22"
-29.953881100000000,-71.270248199999997,"1503141478",,"22"
-29.952217300000001,-71.270082099999996,"1503141482",,"22"
-29.945373900000000,-71.267384100000001,"1503141486",,"22"
-29.954505399999999,-71.266490500000003,"1503141492",,"22"
-29.943647899999998,-71.261992599999999,"989535864",,"22"
-29.955617600000000,-71.266797499999996,"1503141496",,"22"
-29.956881599999999,-71.267661200000006,"1503141498",,"22"
-29.945836000000000,-71.266550199999998,"1503141509",,"22"
-29.944735399999999,-71.268629899999993,"1503141514",,"22"
-29.957320200000002,-71.268720099999996,"1503141520",,"22"
-29.951219800000001,-71.266364999999993,"1503141522",,"22"
-29.952994100000002,-71.266825200000000,"1503141531",,"22"
-29.956338899999999,-71.270721300000005,"1503141534",,"22"
-29.956075100000000,-71.266779299999996,"1503141541",,"22"
-29.944655500000000,-71.268071899999995,"1503141542",,"22"
-29.952270700000000,-71.267303799999993,"1503141543",,"22"
-29.943568800000001,-71.264162400000004,"989535917",,"22"
-29.952705600000002,-71.270014500000002,"1503141549",,"22"
-29.955677200000000,-71.265826500000003,"1503141555",,"22"
-29.955172300000001,-71.266074700000004,"1503141556",,"22"
-29.944775700000001,-71.267837700000001,"1503141562",,"22"
-29.951788100000002,-71.269615599999995,"1503141561",,"22"
-29.945199100000000,-71.267711000000006,"1503141566",,"22"
-29.944455300000001,-71.268442800000003,"1503141567",,"22"
-29.949758200000002,-71.265315000000001,"1503141565",,"22"
-29.955591800000001,-71.270343100000005,"1503141572",,"22"
-29.944262400000000,-71.268800299999995,"1503141589",,"22"
-29.951257300000002,-71.263486400000005,"1503141593",,"22"
-29.949647299999999,-71.269674899999998,"1503141594",,"22"
-29.952795600000002,-71.265558600000006,"1503141595",,"22"
-29.955144300000001,-71.266441200000003,"1503141603",,"22"
-29.952979599999999,-71.267717899999994,"1503141608",,"22"
-29.952355699999998,-71.266449100000003,"1503141609",,"22"
-29.945597500000002,-71.266972499999994,"1503141610",,"22"
-29.948847499999999,-71.266444500000006,"1503141613",,"22"
-29.951926499999999,-71.266363699999999,"1503141619",,"22"
-29.950847700000001,-71.264632800000001,"1503141626",,"22"
-29.956585400000002,-71.267398400000005,"1503141629",,"22"
-29.950992700000000,-71.269662999999994,"1503141630",,"22"
-29.953684700000000,-71.266051700000006,"1503141635",,"22"
-29.951458100000000,-71.264180400000001,"1503141636",,"22"
-29.945302999999999,-71.264308200000002,"989536006",,"22"
-29.951490300000000,-71.266858999999997,"1503141644",,"22"
-29.950566599999998,-71.264155099999996,"1503141646",,"22"
-29.956431299999998,-71.266428599999998,"1503141648",,"22"
-29.945214199999999,-71.263651499999995,"989536102",,"22"
-29.944996499999998,-71.263508299999998,"989536192",,"22"
-29.945737999999999,-71.263425299999994,"989536283",,"22"
-29.944656899999998,-71.259900700000003,"989536341",,"22"
-29.944632200000001,-71.265005500000001,"989536434",,"22"
-29.943566799999999,-71.261253900000000,"989536488",,"22"
-29.961147499999999,-71.264752400000006,"3334283497",,"22"
-29.961172399999999,-71.264672800000000,"3334283500",,"22"
-29.961300200000000,-71.264694100000000,"3334283507",,"22"
-29.961298299999999,-71.264953800000001,"3334283508",,"22"
-29.961462500000000,-71.264674999999997,"3334283521",,"22"
-29.961445900000001,-71.264949599999994,"3334283523",,"22"
-29.962309099999999,-71.264049299999996,"3334283558",,"22"
-29.962849299999998,-71.263996599999999,"3334283569",,"22"
-29.945438400000000,-71.262606199999993,"989536632",,"22"
-29.944552900000001,-71.264413800000000,"989536650",,"22"
-29.941096600000002,-71.264106200000001,"989536734",,"22"
-29.959096299999999,-71.266116100000005,"7403283099",,"22"
-29.958561199999998,-71.266440700000004,"7403283100",,"22"
-29.958655100000001,-71.266331100000002,"7403283101",,"22"
-29.958079699999999,-71.265827400000006,"7403283102",,"22"
-29.958408700000000,-71.266690499999996,"7403283104",,"22"
-29.959575300000001,-71.266533199999998,"7403283105",,"22"
-29.958896700000000,-71.266728000000001,"7403283106",,"22"
-29.957994599999999,-71.265955300000002,"7403283107",,"22"
-29.957428100000001,-71.265444400000007,"7403283108",,"22"
-29.958330799999999,-71.265449599999997,"7403283109",,"22"
-29.959827000000001,-71.266752499999996,"7403283116",,"22"
-29.967061000000001,-71.268615800000006,"7403283149",,"22"
-29.965786600000001,-71.268911399999993,"7403283151",,"22"
-29.980433900000001,-71.254528800000003,"5446706215",,"22"
-29.981016600000000,-71.253659600000006,"5446706219",,"22"
-29.979616600000000,-71.252672399999994,"5446706220",,"22"
-29.981197900000002,-71.254080900000005,"5446706218",,"22"
-29.980539600000000,-71.252622900000006,"5446706217",,"22"
-29.955801399999999,-71.253636200000003,"7402169469",,"22"
-29.956070900000000,-71.254451599999996,"7402169473",,"22"
-29.956180199999999,-71.254821699999994,"7402169474",,"22"
-29.956328899999999,-71.255264299999993,"7402169476",,"22"
-29.955287800000001,-71.255171799999999,"7402169475",,"22"
-29.955809500000001,-71.258662999999999,"7402169480",,"22"
-29.956040600000001,-71.255687300000005,"7402169481",,"22"
-29.955578100000000,-71.258629499999998,"7402169483",,"22"
-29.956308300000000,-71.255713499999999,"7402169484",,"22"
-29.955799200000001,-71.255663799999994,"7402169482",,"22"
-29.979792100000001,-71.253069100000005,"5446706521",,"22"
-29.980185599999999,-71.251853299999993,"5446706522",,"22"
-29.980841999999999,-71.253279699999993,"5446706523",,"22"
-29.980649799999998,-71.252862399999998,"5446706524",,"22"
-29.983272400000001,-71.253370700000005,"5446706525",,"22"
-29.983569700000000,-71.254084300000002,"5446706526",,"22"
-29.983390100000001,-71.253653099999994,"5446706527",,"22"
-29.982406800000000,-71.251525200000003,"5446706528",,"22"
-29.982513699999998,-71.251749399999994,"5446706529",,"22"
-29.982714800000000,-71.252172000000002,"5446706530",,"22"
-29.981793600000000,-71.253201899999993,"5446706531",,"22"
-29.982134500000001,-71.252986899999996,"5446706532",,"22"
-29.982317800000001,-71.253398200000007,"5446706533",,"22"
-29.981542200000000,-71.253854300000000,"5446706534",,"22"
-29.981970700000002,-71.253615900000000,"5446706535",,"22"
-29.967082099999999,-71.255260000000007,"1503274758",,"22"
-29.967109799999999,-71.257862599999996,"1503274760",,"22"
-29.965515199999999,-71.255239099999997,"1503274767",,"22"
-29.965259600000000,-71.258061499999997,"1503274770",,"22"
-29.964565700000001,-71.255162799999994,"1503274772",,"22"
-29.965088999999999,-71.254120900000004,"1503274775",,"22"
-29.964596700000001,-71.253602200000003,"1503274778",,"22"
-29.967373500000001,-71.255997300000004,"1503274779",,"22"
-29.965037100000000,-71.254715899999994,"1503274780",,"22"
-29.965678000000000,-71.254178800000005,"1503274782",,"22"
-29.964521099999999,-71.254683600000007,"1503274798",,"22"
-29.966060500000001,-71.254216999999997,"1503274801",,"22"
-29.964341200000000,-71.257992799999997,"1503274804",,"22"
-29.965582999999999,-71.255244099999999,"1503274814",,"22"
-29.964232700000000,-71.259293200000002,"1503274817",,"22"
-29.965620500000000,-71.254791699999998,"1503274820",,"22"
-29.965397200000002,-71.256476500000005,"1503274821",,"22"
-29.966786100000000,-71.257826699999995,"1503274825",,"22"
-29.966875200000000,-71.257088600000003,"1503274827",,"22"
-29.967648300000000,-71.257156499999994,"1503274831",,"22"
-29.964476699999999,-71.256406999999996,"1503274844",,"22"
-29.964101299999999,-71.254635800000003,"1503274852",,"22"
-29.967337600000000,-71.256633500000007,"1503274854",,"22"
-29.966001200000001,-71.255173799999994,"1503274850",,"22"
-29.944654000000000,-71.265750999999995,"7402105252",,"22"
-29.944255600000002,-71.266481299999995,"7402105253",,"22"
-29.969333599999999,-71.247387599999996,"6327970359",,"22"
-29.970306900000001,-71.248028500000004,"6327970360",,"22"
-29.969891700000002,-71.247773100000003,"6327970361",,"22"
-29.970117299999998,-71.247345800000005,"6327970363",,"22"
-29.969142099999999,-71.247765599999994,"6327970367",,"22"
-29.970177100000001,-71.246481799999998,"6327970366",,"22"
-29.969708799999999,-71.248138600000004,"6327970368",,"22"
-29.969391800000000,-71.248236199999994,"6327970369",,"22"
-29.969992500000000,-71.248633600000005,"6327970370",,"22"
-29.970162899999998,-71.246955999999997,"6327970373",,"22"
-29.972143700000000,-71.258562299999994,"6496594687",,"22"
-29.971803300000001,-71.258088200000003,"6496594689",,"22"
-29.971814299999998,-71.257841200000001,"6496594690",,"22"
-29.971582000000001,-71.257709199999994,"6496594691",,"22"
-29.971456600000000,-71.257845500000002,"6496594692",,"22"
-29.971456600000000,-71.258024300000002,"6496594693",,"22"
-29.971738200000001,-71.258499799999996,"6496594695",,"22"
-29.972105700000000,-71.257998799999996,"6496594696",,"22"
-29.972426100000000,-71.258184000000000,"6496594697",,"22"
-29.972439900000001,-71.258059799999998,"6496594698",,"22"
-29.972090999999999,-71.257815699999995,"6496594699",,"22"
-29.972194699999999,-71.257590500000006,"6496594700",,"22"
-29.972420300000000,-71.257755700000004,"6496594701",,"22"
-29.971619000000000,-71.257549100000006,"6496594702",,"22"
-29.970990199999999,-71.257801999999998,"6496594703",,"22"
-29.971648299999998,-71.258126500000003,"6496594705",,"22"
-29.971377499999999,-71.258443000000000,"6496594707",,"22"
-29.971530600000001,-71.257765000000006,"6496594708",,"22"
-29.966600000000000,-71.260407299999997,"7012625405",,"22"
-29.966883400000000,-71.257837499999994,"7012625408",,"22"
-29.966958000000002,-71.257095899999996,"7012625409",,"22"
-29.967003299999998,-71.256609699999998,"7012625410",,"22"
-29.945979699999999,-71.264352400000007,"5743914039",,"22"
-29.945999700000002,-71.265416799999997,"5743914043",,"22"
-29.945749599999999,-71.265275599999995,"5743914044",,"22"
-29.979893600000000,-71.257655700000001,"5588659912",,"22"
-29.979602100000001,-71.257001000000002,"5588659915",,"22"
-29.979452500000001,-71.256963999999996,"5588659916",,"22"
-29.979497500000001,-71.257064299999996,"5588659917",,"22"
-29.979775100000001,-71.257683299999997,"5588659918",,"22"
-29.947904900000001,-71.260951800000001,"1503407930",,"22"
-29.947686999999998,-71.260287099999999,"1503407934",,"22"
-29.948832599999999,-71.260447700000000,"1503407936",,"22"
-29.970019099999998,-71.250182499999994,"2985374158",,"22"
-29.970078399999998,-71.249606299999996,"2985374159",,"22"
-29.970355200000000,-71.250677499999995,"2985374163",,"22"
-29.955511000000001,-71.255637800000002,"7402172987",,"22"
-29.956612400000001,-71.255741700000002,"7402172988",,"22"
-29.958800300000000,-71.243450499999994,"5446251087",,"22"
-29.959542800000001,-71.242577400000002,"5446251352",,"22"
-29.960516399999999,-71.242701400000001,"5446251354",,"22"
-29.960182900000000,-71.242314500000006,"5446251386",,"22"
-29.961040300000001,-71.241660699999997,"5446251384",,"22"
-29.961075500000000,-71.242240499999994,"5446251385",,"22"
-29.967137900000001,-71.247884799999994,"5159859082",,"22"
-29.966590000000000,-71.247558900000001,"5159859081",,"22"
-29.961063700000000,-71.240854100000007,"5446251420",,"22"
-29.961435500000000,-71.240717300000000,"5446251455",,"22"
-29.961264700000001,-71.241114300000007,"5446251458",,"22"
-29.960070300000002,-71.242576099999994,"5446251476",,"22"
-29.959918099999999,-71.242675300000002,"5446251478",,"22"
-29.959622899999999,-71.242812099999995,"5446251480",,"22"
-29.966760900000001,-71.250104699999994,"7027176418",,"22"
-29.958837500000001,-71.244238400000000,"5446251491",,"22"
-29.959387100000001,-71.242381600000002,"5446251508",,"22"
-29.960706600000002,-71.242271299999999,"5446251509",,"22"
-29.961361100000001,-71.240832699999999,"5446251524",,"22"
-29.970980800000000,-71.258296900000005,"6168851486",,"22"
-29.950963800000000,-71.254405300000002,"7891334303",,"22"
-29.958556900000001,-71.244493199999994,"5446251799",,"22"
-29.948045600000000,-71.261039199999999,"6300514043",,"22"
-29.973656699999999,-71.257255200000003,"7366850632",,"22"
-29.973880399999999,-71.257293099999998,"7366850633",,"22"
-29.946427799999999,-71.264425000000003,"1837185931",,"22"
-29.946135999999999,-71.264244700000006,"1837185932",,"22"
-29.947373200000001,-71.264516700000001,"1837185933",turning_circle,"22"
-29.946212599999999,-71.264910200000003,"1837185936",,"22"
-29.945648100000000,-71.266274100000004,"1837185937",,"22"
-29.946463699999999,-71.265673800000002,"1837185938",,"22"
-29.945787100000000,-71.265924499999997,"1837185939",,"22"
-29.945791600000000,-71.264630199999999,"1837185943",,"22"
-29.944818999999999,-71.265319500000004,"1837185944",,"22"
-29.945519600000001,-71.263863999999998,"1837185947",,"22"
-29.945832200000002,-71.264654100000001,"1837185949",,"22"
-29.945947499999999,-71.264130699999995,"1837185950",,"22"
-29.945721700000000,-71.264585100000005,"1837185951",,"22"
-29.939771199999999,-71.265855700000003,"1837185965",,"22"
-29.940282900000000,-71.267862100000002,"1837185973",,"22"
-29.940252999999998,-71.266611800000007,"1837185974",,"22"
-29.940599200000001,-71.266744799999998,"1837185975",,"22"
-29.940749700000001,-71.266218100000003,"1837185976",,"22"
-29.940108899999998,-71.267137500000004,"1837185977",,"22"
-29.940457200000001,-71.267257099999995,"1837185978",,"22"
-29.940689899999999,-71.265472500000001,"1837185979",,"22"
-29.941085300000001,-71.265595800000000,"1837185980",turning_circle,"22"
-29.940917800000001,-71.266240199999999,"1837185982",,"22"
-29.940499899999999,-71.266122600000003,"1837185981",,"22"
-29.943357500000001,-71.268101799999997,"1837185983",,"22"
-29.943383799999999,-71.267068300000005,"1837185994",,"22"
-29.943001599999999,-71.267818899999995,"1837185997",,"22"
-29.946902999999999,-71.265365799999998,"1837186001",turning_circle,"22"
-29.946611999999998,-71.263999499999997,"1837186002",,"22"
-29.969594200000000,-71.248370100000002,"6327970371",,"22"
-29.969501900000001,-71.248002499999998,"6327970372",,"22"
-29.943831400000001,-71.264791099999997,"7402110381",,"22"
-29.947312199999999,-71.264474199999995,"5949833298",,"22"
-29.947085699999999,-71.264131100000000,"5949833309",,"22"
-29.947143499999999,-71.264356500000005,"5949833310",,"22"
-29.947186899999998,-71.264257200000003,"5949833311",,"22"
-29.946789400000000,-71.265288699999999,"5949833312",,"22"
-29.946836699999999,-71.264766100000003,"5949833318",,"22"
-29.946188899999999,-71.266117399999999,"5949833319",,"22"
-29.945964600000000,-71.264383300000006,"5949833329",,"22"
-29.945856800000001,-71.264313299999998,"5949833330",,"22"
-29.945998700000001,-71.264264999999995,"5949833333",,"22"
-29.945364200000000,-71.265325500000003,"5949833341",,"22"
-29.945123700000000,-71.265317699999997,"5949833342",,"22"
-29.944953399999999,-71.267736200000002,"5949833360",,"22"
-29.944991200000000,-71.267763799999997,"5949833362",,"22"
-29.944963800000000,-71.267819099999997,"5949833367",,"22"
-29.944922600000002,-71.267789600000000,"5949833369",,"22"
-29.945175100000000,-71.267694000000006,"5949833370",,"22"
-29.944980399999999,-71.267976500000003,"5949833371",,"22"
-29.942723399999998,-71.267382600000005,"5949833373",,"22"
-29.944933200000001,-71.267576099999999,"5949833372",,"22"
-29.942986099999999,-71.266635199999996,"5949833688",,"22"
-29.943535700000002,-71.266602399999996,"5949833697",,"22"
-29.943759799999999,-71.266771100000000,"5949833724",,"22"
-29.943686799999998,-71.266716099999996,"5949833725",,"22"
-29.943717199999998,-71.266658500000005,"5949833726",,"22"
-29.943705800000000,-71.266610200000002,"5949833727",,"22"
-29.943610400000001,-71.266542799999996,"5949833728",,"22"
-29.943852900000000,-71.266330800000006,"5949833744",,"22"
-29.943895500000000,-71.266318600000005,"5949833748",,"22"
-29.943928700000001,-71.266252399999999,"5949833750",,"22"
-29.943753999999998,-71.266261799999995,"5949833751",,"22"
-29.943494800000000,-71.268416799999997,"5949833758",,"22"
-29.943457599999999,-71.268316999999996,"5949833768",,"22"
-29.943431700000001,-71.268292799999998,"5949833774",,"22"
-29.943467699999999,-71.268238299999993,"5949833780",,"22"
-29.943309200000002,-71.268302300000002,"5949833988",,"22"
-29.943405899999998,-71.268126600000002,"5949833998",,"22"
-29.941268300000001,-71.267606799999996,"5949834036",,"22"
-29.941572000000001,-71.267294600000000,"5949834048",,"22"
-29.941628800000000,-71.268002300000006,"5949834049",,"22"
-29.941906500000002,-71.267602999999994,"5949834056",,"22"
-29.941855300000000,-71.268210199999999,"5949834057",,"22"
-29.941816200000002,-71.267895899999999,"5949834062",,"22"
-29.941865400000001,-71.267781900000003,"5949834063",,"22"
-29.942005300000002,-71.267694100000000,"5949834067",,"22"
-29.940669100000001,-71.266483800000003,"5949834302",,"22"
-29.940570699999999,-71.266349099999999,"5949834304",,"22"
-29.940700499999998,-71.266366300000001,"5949834317",,"22"
-29.940519299999998,-71.266132200000001,"5949834320",,"22"
-29.939597599999999,-71.267354999999995,"5949834330",,"22"
-29.939472299999998,-71.267435199999994,"5949834349",,"22"
